id,type,source,title,content,content_length,meta_scientific_name,meta_common_name,meta_family,meta_genus,meta_native,meta_conservation_status,meta_wikipedia_url,meta_observations_count
species_215225,species,iNaturalist,Small Baileya Moth (Baileya australis),"# Small Baileya Moth
*Baileya australis*

**Taxonomy:** Family: Nolidae, Genus: Baileya

## Description
Baileya australis, the small baileya moth, is a species of moth of the Nolidae family. It is found in North America, where it has been recorded from Quebec and New York to Florida, west to Texas, north to North Dakota and Ontario.

*3753 observations recorded in Arizona*
",376,Baileya australis,Small Baileya Moth,Nolidae,Baileya,False,,https://en.wikipedia.org/wiki/Baileya australis,3753
species_215226,species,iNaturalist,Sleeping Baileya Moth (Baileya dormitans),"# Sleeping Baileya Moth
*Baileya dormitans*

**Taxonomy:** Family: Nolidae, Genus: Baileya

## Description
...

*1103 observations recorded in Arizona*
",152,Baileya dormitans,Sleeping Baileya Moth,Nolidae,Baileya,False,,https://en.wikipedia.org/wiki/Baileya dormitans,1103
species_215227,species,iNaturalist,Doubleday's Baileya Moth (Baileya doubledayi),"# Doubleday's Baileya Moth
*Baileya doubledayi*

**Taxonomy:** Family: Nolidae, Genus: Baileya

## Description
Baileya doubledayi, or Doubleday's baileya, is a species of nolid moth in the family Nolidae. It is found in North America.

*1189 observations recorded in Arizona*
",276,Baileya doubledayi,Doubleday's Baileya Moth,Nolidae,Baileya,False,,https://en.wikipedia.org/wiki/Baileya doubledayi,1189
species_215228,species,iNaturalist,Pale Baileya Moth (Baileya levitans),"# Pale Baileya Moth
*Baileya levitans*

**Taxonomy:** Family: Nolidae, Genus: Baileya

## Description
Baileya levitans, the pale baileya, is a species of nolid moth in the family Nolidae. It was described by Smith in 1906 and is found in North America.

*701 observations recorded in Arizona*
",293,Baileya levitans,Pale Baileya Moth,Nolidae,Baileya,False,,https://en.wikipedia.org/wiki/Baileya levitans,701
species_49339,species,iNaturalist,Brittlebush (Encelia farinosa),"# Brittlebush
*Encelia farinosa*

**Taxonomy:** Family: Asteraceae, Genus: Encelia

## Description
Encelia farinosa (commonly known as brittlebush or brittlebrush), is a common desert shrub of northern Mexico (Baja California, Baja California Sur, Sonora, Sinaloa, and Hidalgo) and the southwestern United States (California, Arizona, Utah, and Nevada).

*40009 observations recorded in Arizona*
",396,Encelia farinosa,Brittlebush,Asteraceae,Encelia,False,,https://en.wikipedia.org/wiki/Encelia farinosa,40009
species_966851,species,iNaturalist,creeping shield fern (Parapolystichum microsorum),"# creeping shield fern
*Parapolystichum microsorum*

**Taxonomy:** Family: Dryopteridaceae, Genus: Parapolystichum

## Description
Parapolystichum microsorum, synonym (in part) Lastreopsis microsora, known as the creeping shield fern is a common small plant found in eastern Australia and New Zealand. The habitat is rainforest or moist sheltered eucalyptus forests. It may form large colonies. The specific epithet microsora translates to ""small sori"".

*695 observations recorded in Arizona*
",494,Parapolystichum microsorum,creeping shield fern,Dryopteridaceae,Parapolystichum,False,,https://en.wikipedia.org/wiki/Parapolystichum microsorum,695
species_49351,species,iNaturalist,Teddybear Cholla (Cylindropuntia bigelovii),"# Teddybear Cholla
*Cylindropuntia bigelovii*

**Taxonomy:** Family: Cactaceae, Genus: Cylindropuntia

## Description
Cylindropuntia bigelovii, the teddy bear cholla, is a cholla cactus species native to Northwestern Mexico, and to the United States in California, Arizona, and Nevada.

*13586 observations recorded in Arizona*
",328,Cylindropuntia bigelovii,Teddybear Cholla,Cactaceae,Cylindropuntia,False,,https://en.wikipedia.org/wiki/Cylindropuntia bigelovii,13586
species_49354,species,iNaturalist,Buckhorn Cholla (Cylindropuntia acanthocarpa),"# Buckhorn Cholla
*Cylindropuntia acanthocarpa*

**Taxonomy:** Family: Cactaceae, Genus: Cylindropuntia

## Description
Cylindropuntia acanthocarpa, commonly referred to as buckhorn cholla, is a cholla native to the Mojave, Sonoran, and Colorado Deserts of North America. Along with Cylindropuntia bigelovii (the ""teddy bear"" cholla), it is the most common cholla found in these deserts.

*13587 observations recorded in Arizona*
",430,Cylindropuntia acanthocarpa,Buckhorn Cholla,Cactaceae,Cylindropuntia,False,,https://en.wikipedia.org/wiki/Cylindropuntia acanthocarpa,13587
species_49357,species,iNaturalist,Silver Cholla (Cylindropuntia echinocarpa),"# Silver Cholla
*Cylindropuntia echinocarpa*

**Taxonomy:** Family: Cactaceae, Genus: Cylindropuntia

## Description
Cylindropuntia echinocarpa is a species of cactus known by the common names silver cholla, golden cholla, and Wiggins' cholla. It was formerly named Opuntia echinocarpa....

*17917 observations recorded in Arizona*
",332,Cylindropuntia echinocarpa,Silver Cholla,Cactaceae,Cylindropuntia,False,,https://en.wikipedia.org/wiki/Cylindropuntia echinocarpa,17917
species_133334,species,iNaturalist,Aloe Yucca (Yucca aloifolia),"# Aloe Yucca
*Yucca aloifolia*

**Taxonomy:** Family: Asparagaceae, Genus: Yucca

## Description
Yucca aloifolia is the type species for the genus Yucca. Common names include aloe yucca, dagger plant, and Spanish bayonet. It grows in sandy soils, especially on sand dunes along the coast. Yucca aloifolia is native to the Atlantic and Gulf Coasts of the United States from southern Virginia south to Florida and west to the Texas Gulf Coast, to Mexico along the Yucatán coast, and to Bermuda, and parts of the Caribbean. Normally Yucca aloifolia...

*5634 observations recorded in Arizona*
",590,Yucca aloifolia,Aloe Yucca,Asparagaceae,Yucca,False,,https://en.wikipedia.org/wiki/Yucca aloifolia,5634
species_69855,species,iNaturalist,Grape Soda Lupine (Lupinus excubitus),"# Grape Soda Lupine
*Lupinus excubitus*

**Taxonomy:** Family: Fabaceae, Genus: Lupinus

## Description
Lupinus excubitus is a species of lupine known as the grape soda lupine. Its common name refers to its sweet scent, which is said to be very reminiscent of grape soda. This species and its variants are found in the Southwestern United States, especially in California and Nevada, where it can be found at Death Valley and Joshua Tree National Parks, and in far Northwestern Mexico.

*4247 observations recorded in Arizona*
",527,Lupinus excubitus,Grape Soda Lupine,Fabaceae,Lupinus,False,,https://en.wikipedia.org/wiki/Lupinus excubitus,4247
species_1550566,species,iNaturalist,Graham's nipple cactus (Cochemiea grahamii),"# Graham's nipple cactus
*Cochemiea grahamii*

**Taxonomy:** Family: Cactaceae, Genus: Cochemiea

## Description
Cochemiea grahamii is a species of cactus also known by the names Arizona fishhook cactus and Graham's nipple cactus.

*11275 observations recorded in Arizona*
",273,Cochemiea grahamii,Graham's nipple cactus,Cactaceae,Cochemiea,False,,https://en.wikipedia.org/wiki/Cochemiea_grahamii,11275
species_1550567,species,iNaturalist,Peninsular fishhook cactus (Cochemiea dioica),"# Peninsular fishhook cactus
*Cochemiea dioica*

**Taxonomy:** Family: Cactaceae, Genus: Cochemiea

## Description
Cochemiea dioica, also called the strawberry cactus, California fishhook cactus, strawberry pincushion or fishhook cactus, is a cactus species of the genus Cochemiea. Its common name in Spanish is biznaga llavina. Temperature along with precipitation are consequential factors in distributing plant species.

*9682 observations recorded in Arizona*
",464,Cochemiea dioica,Peninsular fishhook cactus,Cactaceae,Cochemiea,False,,https://en.wikipedia.org/wiki/Cochemiea_dioica,9682
species_497937,species,iNaturalist,Sticky Brittlebush (Encelia resinifera),"# Sticky Brittlebush
*Encelia resinifera*

**Taxonomy:** Family: Asteraceae, Genus: Encelia

## Description
Encelia resinifera, the sticky brittlebush, is a North American species of flowering plant in the sunflower family.

*78 observations recorded in Arizona*
",263,Encelia resinifera,Sticky Brittlebush,Asteraceae,Encelia,False,,https://en.wikipedia.org/wiki/Encelia resinifera,78
species_139541,species,iNaturalist,red powderpuff (Calliandra haematomma),"# red powderpuff
*Calliandra haematomma*

**Taxonomy:** Family: Fabaceae, Genus: Calliandra

## Description
Calliandra haematomma is a species of flowering plants of the genus Calliandra in the Fabaceae family.

*136 observations recorded in Arizona*
",251,Calliandra haematomma,red powderpuff,Fabaceae,Calliandra,False,,https://en.wikipedia.org/wiki/Calliandra haematomma,136
species_78132,species,iNaturalist,scratch grass (Muhlenbergia asperifolia),"# scratch grass
*Muhlenbergia asperifolia*

**Taxonomy:** Family: Poaceae, Genus: Muhlenbergia

## Description
Muhlenbergia asperifolia is a species of grass known by the common names alkali muhly and scratchgrass. It is native to much of North America, including most of southern Canada, most of the continental United States except for the southeastern region, and parts of northern Mexico. It is also known from South America.

*720 observations recorded in Arizona*
",470,Muhlenbergia asperifolia,scratch grass,Poaceae,Muhlenbergia,False,,https://en.wikipedia.org/wiki/Muhlenbergia asperifolia,720
species_1255733,species,iNaturalist,Creosote Digger-cuckoo Bee (Brachymelecta larreae),"# Creosote Digger-cuckoo Bee
*Brachymelecta larreae*

**Taxonomy:** Family: Apidae, Genus: Brachymelecta

## Description
Brachymelecta larreae is a species of cuckoo bee in the family Apidae. It is found in Central America and North America.

*30 observations recorded in Arizona*
",281,Brachymelecta larreae,Creosote Digger-cuckoo Bee,Apidae,Brachymelecta,False,,https://en.wikipedia.org/wiki/Brachymelecta larreae,30
species_78134,species,iNaturalist,pull-up muhly (Muhlenbergia filiformis),"# pull-up muhly
*Muhlenbergia filiformis*

**Taxonomy:** Family: Poaceae, Genus: Muhlenbergia

## Description
Muhlenbergia filiformis, known by the common name pullup muhly, is a species of grass. It is native to western North America from western Canada through the Western United States to northern Mexico.

*105 observations recorded in Arizona*
",349,Muhlenbergia filiformis,pull-up muhly,Poaceae,Muhlenbergia,False,,http://en.wikipedia.org/wiki/Muhlenbergia_filiformis,105
species_78137,species,iNaturalist,Mexican Muhly (Muhlenbergia mexicana),"# Mexican Muhly
*Muhlenbergia mexicana*

**Taxonomy:** Family: Poaceae, Genus: Muhlenbergia

## Description
Muhlenbergia mexicana, known by the common names Mexican muhly and Wirestem muhly, is a species of grass. It is native to North America, including most of the United States and southern Canada. It actually does not occur in Mexico.

*883 observations recorded in Arizona*
",380,Muhlenbergia mexicana,Mexican Muhly,Poaceae,Muhlenbergia,False,,https://en.wikipedia.org/wiki/Muhlenbergia mexicana,883
species_143674,species,iNaturalist,Cascade Beardtongue (Penstemon serrulatus),"# Cascade Beardtongue
*Penstemon serrulatus*

**Taxonomy:** Family: Plantaginaceae, Genus: Penstemon

## Description
Penstemon serrulatus is a species of penstemon known by the common names Cascade penstemon, coast penstemon, or serrulate penstemon. It is native to the Pacific Northwest of North America, from Oregon to Alaska.

*3559 observations recorded in Arizona*
",370,Penstemon serrulatus,Cascade Beardtongue,Plantaginaceae,Penstemon,False,,https://en.wikipedia.org/wiki/Penstemon serrulatus,3559
species_78138,species,iNaturalist,littleseed muhly (Muhlenbergia microsperma),"# littleseed muhly
*Muhlenbergia microsperma*

**Taxonomy:** Family: Poaceae, Genus: Muhlenbergia

## Description
Muhlenbergia microsperma is a species of grass known by the common name littleseed muhly. It is native to the Americas from the Southwestern United States and California through Central America into Peru and Venezuela.

*665 observations recorded in Arizona*
",373,Muhlenbergia microsperma,littleseed muhly,Poaceae,Muhlenbergia,False,,https://en.wikipedia.org/wiki/Muhlenbergia microsperma,665
species_78140,species,iNaturalist,mountain muhly (Muhlenbergia montana),"# mountain muhly
*Muhlenbergia montana*

**Taxonomy:** Family: Poaceae, Genus: Muhlenbergia

## Description
Muhlenbergia montana, with the common name mountain muhly, is a species of grass. It is native to North and Central America, where it is found throughout the Western United States, the Sierra Nevada, Mexico, and Guatemala.

*442 observations recorded in Arizona*
",371,Muhlenbergia montana,mountain muhly,Poaceae,Muhlenbergia,False,,https://en.wikipedia.org/wiki/Muhlenbergia montana,442
species_78142,species,iNaturalist,Bush Muhly (Muhlenbergia porteri),"# Bush Muhly
*Muhlenbergia porteri*

**Taxonomy:** Family: Poaceae, Genus: Muhlenbergia

## Description
Muhlenbergia porteri is a species of grass known by the common names bush muhly and Porter's muhly.

*771 observations recorded in Arizona*
",244,Muhlenbergia porteri,Bush Muhly,Poaceae,Muhlenbergia,False,,https://en.wikipedia.org/wiki/Muhlenbergia porteri,771
species_78143,species,iNaturalist,mat muhly (Muhlenbergia richardsonis),"# mat muhly
*Muhlenbergia richardsonis*

**Taxonomy:** Family: Poaceae, Genus: Muhlenbergia

## Description
Muhlenbergia richardsonis, known by the common name mat muhly, is a species of grass. It is native to North America, where it can be found throughout much of Canada, Alaska, the western half of the contiguous United States through California, and in Baja California, Mexico.

*470 observations recorded in Arizona*
",423,Muhlenbergia richardsonis,mat muhly,Poaceae,Muhlenbergia,False,,https://en.wikipedia.org/wiki/Muhlenbergia richardsonis,470
species_78144,species,iNaturalist,nimblewill (Muhlenbergia schreberi),"# nimblewill
*Muhlenbergia schreberi*

**Taxonomy:** Family: Poaceae, Genus: Muhlenbergia

## Description
Muhlenbergia schreberi (nimblewill) is a grass species native to North America.

*3280 observations recorded in Arizona*
",227,Muhlenbergia schreberi,nimblewill,Poaceae,Muhlenbergia,False,,https://en.wikipedia.org/wiki/Muhlenbergia schreberi,3280
